		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.984375	M = 512	N = 8	m = 9	n = 4096
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110000010    0    1    0    1    0    2    1    0  5.076768 0.749340 SUCCESS  97
110000100    0    1    0    0    0    0    1    2  6.078788 0.638407 SUCCESS  98
110001000    0    1    1    0    0    1    1    1  3.008081 0.933849 SUCCESS  99
110001010    2    0    2    0    2    1    0    0  7.210101 0.514143 SUCCESS 100
110010000    0    0    1    2    1    1    1    1  3.072727 0.929711 SUCCESS 101
110010010    1    0    2    0    0    3    0    2 10.345455 0.241612 SUCCESS 102
110010100    0    3    1    1    3    0    3    1 14.612121 0.067141 SUCCESS 103
110011000    1    0    1    1    3    1    0    1  6.208081 0.623936 SUCCESS 104
110011010    1    5    0    1    0    0    0    2 21.755556 0.005389 FAILURE 105
110100000    0    0    1    1    0    1    1    1  3.008081 0.933849 SUCCESS 106
110100010    0    3    0    3    0    0    1    2 13.480808 0.096343 SUCCESS 107
110100100    1    1    1    1    1    2    3    0  6.272727 0.616712 SUCCESS 108
110101000    2    2    2    0    0    2    2    1  7.339394 0.500496 SUCCESS 109
110101010    1    1    2    0    0    2    2    2  6.272727 0.616712 SUCCESS 110
110101100    1    2    0    2    1    0    1    0  5.141414 0.742360 SUCCESS 111
110110000    3    2    2    1    1    0    4    1 16.745455 0.032872 SUCCESS 112
110110010    0    0    0    2    1    0    4    0 15.484848 0.050376 SUCCESS 113
110110100    1    1    1    1    0    0    1    1  2.006061 0.980825 SUCCESS 114
110111000    2    0    2    0    0    1    0    0  7.145455 0.521024 SUCCESS 115
110111010    2    1    3    1    2    0    2    1  8.406061 0.394843 SUCCESS 116
110111100    0    0    1    2    0    1    1    1  4.074747 0.850317 SUCCESS 117
111000000    1    1    1    2    1    0    1    0  3.072727 0.929711 SUCCESS 118
111000010    0    0    0    1    0    1    1    2  5.076768 0.749340 SUCCESS 119
111000100    2    1    1    2    0    1    1    1  3.137374 0.925443 SUCCESS 120
111000110    1    1    3    0    1    0    0    0  8.212121 0.413029 SUCCESS 121
111001000    0    0    1    2    0    2    0    2  7.210101 0.514143 SUCCESS 122
111001010    1    1    2    1    1    1    0    0  3.072727 0.929711 SUCCESS 123
111001100    0    2    2    2    3    1    0    0 10.410101 0.237413 SUCCESS 124
111010000    0    1    0    1    0    1    0    2  5.076768 0.749340 SUCCESS 125
111010010    2    1    1    0    1    1    1    1  2.070707 0.978767 SUCCESS 126
111010100    4    2    1    1    0    3    2    0 17.747475 0.023201 SUCCESS 127
111010110    1    1    1    1    1    0    2    0  3.072727 0.929711 SUCCESS 128
111011000    2    1    1    0    1    0    3    1  7.274747 0.507300 SUCCESS 129
111011010    1    1    2    0    0    0    0    2  6.143434 0.631169 SUCCESS 130
111011100    1    0    1    1    2    2    0    0  5.141414 0.742360 SUCCESS 131
111100000    0    1    1    1    1    2    2    0  4.139394 0.844333 SUCCESS 132
111100010    3    1    1    0    0    0    0    0  9.214141 0.324555 SUCCESS 133
111100100    0    0    0    1    0    2    0    2  7.145455 0.521024 SUCCESS 134
111100110    1    1    1    1    3    0    1    1  5.206061 0.735342 SUCCESS 135
111101000    0    2    1    3    0    1    0    2  9.343434 0.314158 SUCCESS 136
111101010    1    2    4    1    1    2    1    0 12.543434 0.128554 SUCCESS 137
111101100    1    0    1    1    2    0    3    1  7.274747 0.507300 SUCCESS 138
111101110    0    0    3    1    3    1    0    0 12.414141 0.133660 SUCCESS 139
111110000    0    1    1    0    1    1    0    0  4.010101 0.856211 SUCCESS 140
111110010    0    1    1    1    0    3    0    1  7.210101 0.514143 SUCCESS 141
111110100    0    2    1    2    1    1    1    1  3.137374 0.925443 SUCCESS 142
111110110    2    0    0    0    1    0    0    3 10.280808 0.245867 SUCCESS 143
111111000    0    1    0    1    3    1    0    0  8.212121 0.413029 SUCCESS 144
111111010    0    2    1    1    1    0    1    1  3.072727 0.929711 SUCCESS 145
111111100    0    1    0    0    3    2    0    0 10.280808 0.245867 SUCCESS 146
111111110    0    0    0    0    2    0    0    0  8.082828 0.425421 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.984375	M = 512	N = 8	m = 9	n = 4096
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    2    2    2    0    0    0    0    1  7.210101 0.514143 SUCCESS   0
000000011    2    1    2    1    0    1    0    1  4.139394 0.844333 SUCCESS   1
000000101    3    2    0    0    2    1    1    1  8.341414 0.400850 SUCCESS   2
000000111    1    0    0    1    0    1    0    1  4.010101 0.856211 SUCCESS   3
000001001    0    1    1    0    1    2    0    1  4.074747 0.850317 SUCCESS   4
000001011    2    1    1    0    1    2    0    1  4.139394 0.844333 SUCCESS   5
000001101    3    1    1    0    1    1    3    1  9.408081 0.309048 SUCCESS   6
000001111    0    0    0    2    0    1    0    0  7.080808 0.527940 SUCCESS   7
000010001    2    1    2    1    0    2    3    0  9.408081 0.309048 SUCCESS   8
000010011    2    2    1    0    1    2    0    1  5.206061 0.735342 SUCCESS   9
000010101    1    1    0    0    0    1    0    0  5.012121 0.756280 SUCCESS  10
000010111    2    0    3    1    0    2    0    1  9.343434 0.314158 SUCCESS  11
000011001    0    0    2    3    2    1    0    1  9.343434 0.314158 SUCCESS  12
000011011    2    1    1    1    1    1    2    2  3.202020 0.921047 SUCCESS  13
000011101    2    1    0    1    0    1    1    1  3.072727 0.929711 SUCCESS  14
000011111    1    0    0    2    0    0    1    1  5.076768 0.749340 SUCCESS  15
000100011    1    2    3    1    0    2    2    1  8.406061 0.394843 SUCCESS  16
000100101    2    0    0    0    0    2    2    0  8.212121 0.413029 SUCCESS  17
000100111    1    1    2    1    0    0    0    1  4.074747 0.850317 SUCCESS  18
000101001    0    1    0    2    2    1    1    1  4.139394 0.844333 SUCCESS  19
000101011    0    1    0    1    2    1    0    0  5.076768 0.749340 SUCCESS  20
000101101    2    3    0    1    2    2    0    1  9.408081 0.309048 SUCCESS  21
000101111    2    0    2    0    0    0    1    1  6.143434 0.631169 SUCCESS  22
000110011    0    0    2    1    3    1    1    1  7.274747 0.507300 SUCCESS  23
000110101    0    2    3    0    1    0    1    1  8.276768 0.406912 SUCCESS  24
000110111    1    1    0    0    0    1    2    1  4.074747 0.850317 SUCCESS  25
000111001    0    0    1    0    0    1    3    1  8.212121 0.413029 SUCCESS  26
000111011    1    1    0    0    0    0    1    1  4.010101 0.856211 SUCCESS  27
000111101    0    1    1    1    1    0    0    1  3.008081 0.933849 SUCCESS  28
000111111    0    1    0    1    0    0    1    0  5.012121 0.756280 SUCCESS  29
001000011    1    0    3    2    0    0    0    0 10.280808 0.245867 SUCCESS  30
001000101    2    0    1    2    0    0    2    1  6.208081 0.623936 SUCCESS  31
001000111    0    3    1    0    0    3    2    2 13.545455 0.094410 SUCCESS  32
001001011    1    2    0    0    0    1    2    1  5.141414 0.742360 SUCCESS  33
001001101    2    3    1    1    1    1    0    1  6.272727 0.616712 SUCCESS  34
001001111    1    1    2    1    2    0    0    1  4.139394 0.844333 SUCCESS  35
001010011    1    1    1    4    1    0    1    2 11.476768 0.176120 SUCCESS  36
001010101    1    0    0    0    0    3    2    2 10.345455 0.241612 SUCCESS  37
001010111    0    0    0    0    0    1    1    0  6.014141 0.645648 SUCCESS  38
001011011    1    2    0    2    0    1    0    2  6.208081 0.623936 SUCCESS  39
001011101    0    1    2    3    1    1    2    1  7.339394 0.500496 SUCCESS  40
001011111    4    1    0    0    0    0    1    1 13.416162 0.098310 SUCCESS  41
001100101    0    0    1    1    1    3    2    3 11.476768 0.176120 SUCCESS  42
001100111    1    0    0    1    3    0    0    1  8.212121 0.413029 SUCCESS  43
001101011    0    2    2    0    0    0    1    1  6.143434 0.631169 SUCCESS  44
001101101    2    0    3    0    1    2    0    0 10.345455 0.241612 SUCCESS  45
001101111    1    2    0    1    0    1    2    1  4.139394 0.844333 SUCCESS  46
001110101    1    0    1    2    2    1    2    1  4.204040 0.838261 SUCCESS  47
001110111    0    1    0    0    1    0    1    2  5.076768 0.749340 SUCCESS  48
001111011    1    2    1    3    4    0    0    1 16.680808 0.033610 SUCCESS  49
001111101    0    0    1    3    0    0    0    2 10.280808 0.245867 SUCCESS  50
001111111    1    2    2    2    1    0    2    1  5.270707 0.728289 SUCCESS  51
010000011    1    0    0    1    3    0    1    1  7.210101 0.514143 SUCCESS  52
010000111    1    0    1    0    0    0    1    1  4.010101 0.856211 SUCCESS  53
010001011    2    0    1    1    1    0    0    0  5.076768 0.749340 SUCCESS  54
010001111    0    4    1    1    1    3    1    1 14.612121 0.067141 SUCCESS  55
010010011    0    1    1    1    1    0    0    0  4.010101 0.856211 SUCCESS  56
010010111    1    2    2    2    0    3    1    0  9.408081 0.309048 SUCCESS  57
010011011    2    3    2    0    0    1    1    1  8.341414 0.400850 SUCCESS  58
010011111    1    1    3    3    1    0    1    2 10.474747 0.233272 SUCCESS  59
010100011    0    0    2    0    2    1    2    1  6.208081 0.623936 SUCCESS  60
010100111    2    4    1    4    3    0    0    3 30.288889 0.000188 FAILURE  61
010101011    2    0    0    0    0    1    2    1  6.143434 0.631169 SUCCESS  62
010101111    0    0    0    1    0    1    1    0  5.012121 0.756280 SUCCESS  63
010110011    1    0    0    1    1    0    2    1  4.074747 0.850317 SUCCESS  64
010110111    1    0    0    0    1    0    1    1  4.010101 0.856211 SUCCESS  65
010111011    0    0    1    3    1    1    0    0  8.212121 0.413029 SUCCESS  66
010111111    2    1    0    1    0    0    1    0  5.076768 0.749340 SUCCESS  67
011000111    2    1    1    0    0    0    1    0  5.076768 0.749340 SUCCESS  68
011001111    0    1    0    1    3    0    2    1  8.276768 0.406912 SUCCESS  69
011010111    1    3    2    0    1    0    0    0  9.278788 0.319326 SUCCESS  70
011011111    1    4    0    2    0    0    2    0 15.549495 0.049301 SUCCESS  71
011101111    0    0    0    0    1    1    1    0  5.012121 0.756280 SUCCESS  72
011111111    1    2    1    1    1    0    2    0  4.139394 0.844333 SUCCESS  73
100000000    2    2    2    0    0    0    0    1  7.210101 0.514143 SUCCESS  74
100010000    0    1    2    1    1    0    0    0  5.076768 0.749340 SUCCESS  75
100100000    3    1    0    0    0    2    0    0 10.280808 0.245867 SUCCESS  76
100101000    0    0    1    0    2    2    1    3  9.343434 0.314158 SUCCESS  77
100110000    0    1    2    1    2    2    0    0  6.208081 0.623936 SUCCESS  78
100111000    1    2    0    0    1    2    0    1  5.141414 0.742360 SUCCESS  79
101000000    2    2    0    2    1    2    2    0  7.339394 0.500496 SUCCESS  80
101000100    1    1    3    0    2    1    1    1  6.272727 0.616712 SUCCESS  81
101001000    1    2    0    2    0    3    1    2  9.408081 0.309048 SUCCESS  82
101001100    1    0    1    2    1    2    1    0  4.139394 0.844333 SUCCESS  83
101010000    2    0    0    2    1    1    2    1  5.206061 0.735342 SUCCESS  84
101010100    3    1    0    0    1    4    3    1 19.816162 0.011054 SUCCESS  85
101011000    3    0    0    0    1    1    0    4 17.618182 0.024278 SUCCESS  86
101011100    1    1    2    0    2    1    0    1  4.139394 0.844333 SUCCESS  87
101100000    3    1    1    1    1    1    0    2  6.272727 0.616712 SUCCESS  88
101100100    1    0    1    1    2    2    0    1  4.139394 0.844333 SUCCESS  89
101101000    1    1    1    0    2    1    1    0  3.072727 0.929711 SUCCESS  90
101101100    0    2    1    2    1    1    0    1  4.139394 0.844333 SUCCESS  91
101110000    1    0    1    0    0    2    0    1  5.076768 0.749340 SUCCESS  92
101110100    0    1    4    1    2    1    2    1 12.543434 0.128554 SUCCESS  93
101111000    1    0    1    0    1    3    0    2  8.276768 0.406912 SUCCESS  94
101111100    1    0    0    0    1    0    2    1  5.076768 0.749340 SUCCESS  95
110000000    2    3    1    0    0    1    0    1  8.276768 0.406912 SUCCESS  96
110000010    1    2    0    0    1    1    0    0  5.076768 0.749340 SUCCESS  97
110000100    2    1    0    1    0    2    0    0  6.143434 0.631169 SUCCESS  98
110001000    0    1    2    1    0    0    0    0  6.078788 0.638407 SUCCESS  99
110001010    0    1    1    1    5    1    1    2 18.749495 0.016258 SUCCESS 100
110010000    2    0    1    1    0    1    0    1  4.074747 0.850317 SUCCESS 101
110010010    1    1    1    2    2    0    2    1  4.204040 0.838261 SUCCESS 102
110010100    0    0    2    2    1    2    0    2  7.274747 0.507300 SUCCESS 103
110011000    1    2    1    0    1    2    2    0  5.206061 0.735342 SUCCESS 104
110011010    0    2    1    1    0    0    3    0  9.278788 0.319326 SUCCESS 105
110100000    1    1    1    0    1    0    1    0  3.008081 0.933849 SUCCESS 106
110100010    1    1    2    1    2    0    1    1  3.137374 0.925443 SUCCESS 107
110100100    1    2    0    2    1    3    0    0  9.343434 0.314158 SUCCESS 108
110101000    0    0    2    2    2    1    1    1  5.206061 0.735342 SUCCESS 109
110101010    4    1    0    0    1    2    3    0 17.682828 0.023734 SUCCESS 110
110101100    2    0    0    1    2    1    0    4 14.547475 0.068565 SUCCESS 111
110110000    1    3    1    3    0    1    1    0 10.410101 0.237413 SUCCESS 112
110110010    1    0    2    1    2    1    0    1  4.139394 0.844333 SUCCESS 113
110110100    2    0    2    2    1    1    1    0  5.206061 0.735342 SUCCESS 114
110111000    0    0    3    0    1    0    0    2 10.280808 0.245867 SUCCESS 115
110111010    0    1    1    1    2    1    0    1  3.072727 0.929711 SUCCESS 116
110111100    1    0    0    1    1    1    0    2  4.074747 0.850317 SUCCESS 117
111000000    2    0    1    0    0    1    2    1  5.141414 0.742360 SUCCESS 118
111000010    2    0    1    0    0    2    0    0  7.145455 0.521024 SUCCESS 119
111000100    2    2    1    0    0    0    0    1  6.143434 0.631169 SUCCESS 120
111000110    0    2    3    0    2    1    0    2 10.410101 0.237413 SUCCESS 121
111001000    1    1    2    1    0    0    1    1  3.072727 0.929711 SUCCESS 122
111001010    0    0    1    1    1    1    1    4 11.412121 0.179423 SUCCESS 123
111001100    0    1    0    0    1    1    1    0  4.010101 0.856211 SUCCESS 124
111010000    1    0    2    2    0    2    0    0  7.210101 0.514143 SUCCESS 125
111010010    0    2    0    4    1    0    0    0 15.484848 0.050376 SUCCESS 126
111010100    0    1    1    3    0    1    1    3 10.410101 0.237413 SUCCESS 127
111010110    2    1    0    1    1    1    1    2  3.137374 0.925443 SUCCESS 128
111011000    0    2    1    2    0    1    1    0  5.141414 0.742360 SUCCESS 129
111011010    3    0    1    2    1    1    0    0  8.276768 0.406912 SUCCESS 130
111011100    0    2    2    0    1    0    0    3 10.345455 0.241612 SUCCESS 131
111100000    0    1    1    0    0    0    2    0  6.078788 0.638407 SUCCESS 132
111100010    1    2    0    1    0    0    1    2  5.141414 0.742360 SUCCESS 133
111100100    2    4    0    1    1    1    0    1 12.478788 0.131086 SUCCESS 134
111100110    1    1    0    0    1    1    3    0  7.210101 0.514143 SUCCESS 135
111101000    1    0    1    2    0    1    1    0  4.074747 0.850317 SUCCESS 136
111101010    1    0    1    1    0    1    2    1  3.072727 0.929711 SUCCESS 137
111101100    0    1    1    1    0    1    2    1  3.072727 0.929711 SUCCESS 138
111101110    0    2    2    1    3    0    0    0 10.345455 0.241612 SUCCESS 139
111110000    1    0    0    0    0    0    2    1  6.078788 0.638407 SUCCESS 140
111110010    1    1    0    1    1    1    1    3  5.206061 0.735342 SUCCESS 141
111110100    0    0    1    3    1    0    1    0  8.212121 0.413029 SUCCESS 142
111110110    1    1    0    2    0    0    2    1  5.141414 0.742360 SUCCESS 143
111111000    1    1    0    1    0    0    2    0  5.076768 0.749340 SUCCESS 144
111111010    1    1    2    2    1    0    2    0  5.206061 0.735342 SUCCESS 145
111111100    1    2    0    2    0    0    1    1  5.141414 0.742360 SUCCESS 146
111111110    1    2    1    1    1    0    2    0  4.139394 0.844333 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.984375	M = 512	N = 8	m = 9	n = 4096
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    2    3    0    2    0    1    0  9.343434 0.314158 SUCCESS   0
000000011    2    0    2    0    2    0    0    1  7.210101 0.514143 SUCCESS   1
000000101    2    3    1    1    0    3    2    1 11.541414 0.172867 SUCCESS   2
000000111    2    0    2    0    1    0    0    1  6.143434 0.631169 SUCCESS   3
000001001    2    1    2    1    2    2    0    1  5.270707 0.728289 SUCCESS   4
000001011    1    1    1    1    0    2    0    0  4.074747 0.850317 SUCCESS   5
000001101    1    1    1    2    1    1    1    0  2.070707 0.978767 SUCCESS   6
000001111    0    1    1    0    1    0    0    1  4.010101 0.856211 SUCCESS   7
000010001    1    0    2    0    2    0    1    0  6.143434 0.631169 SUCCESS   8
000010011    0    2    2    0    4    2    0    0 16.616162 0.034364 SUCCESS   9
000010101    2    2    2    4    0    1    2    1 14.676768 0.065744 SUCCESS  10
000010111    3    0    2    0    0    3    0    1 13.480808 0.096343 SUCCESS  11
000011001    2    2    1    1    2    0    0    1  5.206061 0.735342 SUCCESS  12
000011011    1    1    0    1    1    1    0    0  3.008081 0.933849 SUCCESS  13
000011101    1    0    1    0    0    0    2    1  5.076768 0.749340 SUCCESS  14
000011111    1    1    1    0    1    0    1    1  2.006061 0.980825 SUCCESS  15
000100011    0    0    1    0    1    2    2    1  5.141414 0.742360 SUCCESS  16
000100101    0    0    2    0    0    0    1    2  7.145455 0.521024 SUCCESS  17
000100111    0    0    2    0    2    2    0    1  7.210101 0.514143 SUCCESS  18
000101001    3    1    0    2    1    1    1    4 15.678788 0.047215 SUCCESS  19
000101011    2    0    0    3    0    2    1    1  9.343434 0.314158 SUCCESS  20
000101101    1    1    1    1    1    2    0    0  3.072727 0.929711 SUCCESS  21
000101111    2    0    2    0    0    1    1    2  6.208081 0.623936 SUCCESS  22
000110011    1    2    0    3    1    0    0    0  9.278788 0.319326 SUCCESS  23
000110101    0    2    0    0    2    0    2    1  7.210101 0.514143 SUCCESS  24
000110111    0    2    2    2    0    1    2    0  7.274747 0.507300 SUCCESS  25
000111001    0    0    1    1    2    2    2    0  6.208081 0.623936 SUCCESS  26
000111011    1    0    3    0    0    0    2    1  9.278788 0.319326 SUCCESS  27
000111101    1    1    1    0    1    0    1    1  2.006061 0.980825 SUCCESS  28
000111111    0    2    0    0    2    0    0    1  7.145455 0.521024 SUCCESS  29
001000011    3    1    2    0    2    1    3    1 11.541414 0.172867 SUCCESS  30
001000101    3    0    0    0    1    0    0    2 10.280808 0.245867 SUCCESS  31
001000111    0    0    0    0    1    1    1    0  5.012121 0.756280 SUCCESS  32
001001011    0    2    0    1    0    2    3    2 10.410101 0.237413 SUCCESS  33
001001101    1    1    0    0    3    0    1    1  7.210101 0.514143 SUCCESS  34
001001111    0    0    3    1    2    1    0    1  8.276768 0.406912 SUCCESS  35
001010011    2    1    1    3    1    1    3    2 10.539394 0.229187 SUCCESS  36
001010101    4    1    4    1    2    1    1    1 19.880808 0.010797 SUCCESS  37
001010111    3    0    1    3    0    1    2    1 11.476768 0.176120 SUCCESS  38
001011011    0    1    2    2    1    2    0    2  6.272727 0.616712 SUCCESS  39
001011101    1    0    0    0    0    0    0    1  6.014141 0.645648 SUCCESS  40
001011111    1    0    1    1    0    0    0    2  5.076768 0.749340 SUCCESS  41
