		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.234375	M = 128	N = 8	m = 9	n = 1024
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110101000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 109
110101010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 110
110101100    0    0    0    0    1    0    1    0  6.214141 0.623259 SUCCESS 111
110110000    0    0    0    0    0    1    1    1  8.412121 0.394282 SUCCESS 112
110110010    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS 113
110110100    0    0    1    0    0    2    0    0 16.686869 0.033540 SUCCESS 114
110111000    0    0    0    0    0    0    0    2 14.488889 0.069880 SUCCESS 115
110111010    0    0    1    0    1    0    0    0  6.214141 0.623259 SUCCESS 116
110111100    2    0    0    0    0    0    0    0 14.488889 0.069880 SUCCESS 117
111000000    0    0    1    1    0    0    0    0  6.214141 0.623259 SUCCESS 118
111000010    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS 119
111000100    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS 120
111000110    0    1    1    0    0    1    0    1 10.610101 0.224785 SUCCESS 121
111001000    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS 122
111001010    1    1    1    0    1    0    0    0 10.610101 0.224785 SUCCESS 123
111001100    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS 124
111010000    0    3    1    0    1    0    0    0 37.632323 0.000009 FAILURE 125
111010010    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS 126
111010100    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS 127
111010110    0    0    0    1    1    1    0    0  8.412121 0.394282 SUCCESS 128
111011000    0    0    0    0    1    1    1    1 10.610101 0.224785 SUCCESS 129
111011010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 130
111011100    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS 131
111100000    1    0    1    1    0    0    0    0  8.412121 0.394282 SUCCESS 132
111100010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 133
111100100    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS 134
111100110    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 135
111101000    1    3    0    0    0    0    1    0 37.632323 0.000009 FAILURE 136
111101010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 137
111101100    1    0    0    0    1    1    1    0 10.610101 0.224785 SUCCESS 138
111101110    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 139
111110000    1    0    1    1    0    0    0    1 10.610101 0.224785 SUCCESS 140
111110010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 141
111110100    0    1    0    1    0    1    1    0 10.610101 0.224785 SUCCESS 142
111110110    1    0    0    0    0    1    0    0  6.214141 0.623259 SUCCESS 143
111111000    0    1    0    1    0    1    0    0  8.412121 0.394282 SUCCESS 144
111111010    0    1    0    0    0    0    1    0  6.214141 0.623259 SUCCESS 145
111111100    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 146
111111110    1    0    0    0    0    0    0    0  4.016162 0.855662 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.234375	M = 128	N = 8	m = 9	n = 1024
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS   0
000000011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS   1
000000101    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS   2
000000111    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS   3
000001001    0    0    1    0    1    0    0    0  6.214141 0.623259 SUCCESS   4
000001011    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS   5
000001101    0    1    0    0    0    0    0    0  4.016162 0.855662 SUCCESS   6
000001111    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS   7
000010001    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS   8
000010011    0    0    0    1    3    0    0    0 35.434343 0.000022 FAILURE   9
000010101    0    0    1    0    0    0    1    0  6.214141 0.623259 SUCCESS  10
000010111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  11
000011001    0    1    1    1    0    0    0    0  8.412121 0.394282 SUCCESS  12
000011011    1    0    0    0    0    1    0    0  6.214141 0.623259 SUCCESS  13
000011101    0    0    0    0    1    0    1    0  6.214141 0.623259 SUCCESS  14
000011111    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS  15
000100011    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  16
000100101    0    0    1    0    0    0    0    1  6.214141 0.623259 SUCCESS  17
000100111    0    0    0    1    2    0    0    0 16.686869 0.033540 SUCCESS  18
000101001    0    0    1    0    0    0    0    1  6.214141 0.623259 SUCCESS  19
000101011    1    0    1    0    0    0    2    0 18.884848 0.015488 SUCCESS  20
000101101    0    0    0    1    0    1    0    1  8.412121 0.394282 SUCCESS  21
000101111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  22
000110011    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  23
000110101    0    2    0    0    0    0    0    0 14.488889 0.069880 SUCCESS  24
000110111    1    0    0    0    0    1    0    0  6.214141 0.623259 SUCCESS  25
000111001    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS  26
000111011    0    1    0    0    1    0    0    0  6.214141 0.623259 SUCCESS  27
000111101    0    1    0    0    0    0    0    0  4.016162 0.855662 SUCCESS  28
000111111    1    0    0    0    0    0    0    0  4.016162 0.855662 SUCCESS  29
001000011    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS  30
001000101    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS  31
001000111    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  32
001001011    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  33
001001101    0    0    0    2    0    1    0    0 16.686869 0.033540 SUCCESS  34
001001111    1    0    1    1    2    0    0    0 21.082828 0.006931 FAILURE  35
001010011    0    1    0    0    1    0    0    1  8.412121 0.394282 SUCCESS  36
001010101    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS  37
001010111    1    0    1    0    0    0    2    1 21.082828 0.006931 FAILURE  38
001011011    0    0    0    1    0    1    0    1  8.412121 0.394282 SUCCESS  39
001011101    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  40
001011111    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  41
001100101    0    0    0    0    0    1    1    0  6.214141 0.623259 SUCCESS  42
001100111    0    0    1    0    0    0    0    1  6.214141 0.623259 SUCCESS  43
001101011    0    1    0    1    0    0    0    0  6.214141 0.623259 SUCCESS  44
001101101    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  45
001101111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  46
001110101    0    0    0    0    1    0    0    1  6.214141 0.623259 SUCCESS  47
001110111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  48
001111011    0    3    1    0    0    0    1    0 37.632323 0.000009 FAILURE  49
001111101    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  50
001111111    0    0    1    0    2    0    0    0 16.686869 0.033540 SUCCESS  51
010000011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  52
010000111    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS  53
010001011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  54
010001111    0    1    1    0    0    0    0    0  6.214141 0.623259 SUCCESS  55
010010011    1    0    1    0    0    1    0    0  8.412121 0.394282 SUCCESS  56
010010111    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  57
010011011    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS  58
010011111    0    0    0    0    2    1    0    0 16.686869 0.033540 SUCCESS  59
010100011    0    1    0    0    0    0    0    0  4.016162 0.855662 SUCCESS  60
010100111    0    1    0    0    1    0    0    0  6.214141 0.623259 SUCCESS  61
010101011    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS  62
010101111    0    0    1    0    0    1    0    1  8.412121 0.394282 SUCCESS  63
010110011    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS  64
010110111    0    0    0    1    0    1    0    0  6.214141 0.623259 SUCCESS  65
010111011    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS  66
010111111    0    0    0    0    0    2    0    1 16.686869 0.033540 SUCCESS  67
011000111    1    2    0    0    0    0    0    0 16.686869 0.033540 SUCCESS  68
011001111    0    0    1    0    0    0    1    1  8.412121 0.394282 SUCCESS  69
011010111    0    1    0    0    0    0    0    0  4.016162 0.855662 SUCCESS  70
011011111    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  71
011101111    1    0    0    0    0    0    0    0  4.016162 0.855662 SUCCESS  72
011111111    0    0    1    0    1    1    0    0  8.412121 0.394282 SUCCESS  73
100000000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  74
100010000    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  75
100100000    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS  76
100101000    2    0    0    0    0    0    0    0 14.488889 0.069880 SUCCESS  77
100110000    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS  78
100111000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  79
101000000    0    1    1    0    0    0    0    0  6.214141 0.623259 SUCCESS  80
101000100    0    0    0    1    0    1    0    1  8.412121 0.394282 SUCCESS  81
101001000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  82
101001100    0    0    0    0    1    1    1    1 10.610101 0.224785 SUCCESS  83
101010000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  84
101010100    2    1    0    0    1    0    0    0 18.884848 0.015488 SUCCESS  85
101011000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  86
101011100    0    1    0    0    0    0    2    1 18.884848 0.015488 SUCCESS  87
101100000    0    1    0    0    1    0    0    0  6.214141 0.623259 SUCCESS  88
101100100    0    0    0    0    0    1    2    0 16.686869 0.033540 SUCCESS  89
101101000    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS  90
101101100    0    1    0    0    0    1    0    0  6.214141 0.623259 SUCCESS  91
101110000    0    1    0    1    1    0    0    0  8.412121 0.394282 SUCCESS  92
101110100    0    0    2    0    0    0    0    0 14.488889 0.069880 SUCCESS  93
101111000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  94
101111100    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  95
110000000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  96
110000010    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS  97
110000100    0    0    0    1    1    0    0    0  6.214141 0.623259 SUCCESS  98
110001000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  99
110001010    0    1    0    0    0    0    1    0  6.214141 0.623259 SUCCESS 100
110010000    0    0    0    2    0    0    1    0 16.686869 0.033540 SUCCESS 101
110010010    0    1    0    0    1    1    0    1 10.610101 0.224785 SUCCESS 102
110010100    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS 103
110011000    1    0    0    0    0    0    0    0  4.016162 0.855662 SUCCESS 104
110011010    1    0    0    2    0    0    0    0 16.686869 0.033540 SUCCESS 105
110100000    0    0    1    0    1    0    0    0  6.214141 0.623259 SUCCESS 106
110100010    0    0    0    1    0    1    0    0  6.214141 0.623259 SUCCESS 107
110100100    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 108
110101000    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 109
110101010    2    1    0    0    1    0    0    0 18.884848 0.015488 SUCCESS 110
110101100    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS 111
110110000    0    1    0    0    1    0    0    0  6.214141 0.623259 SUCCESS 112
110110010    0    0    0    0    0    2    1    1 18.884848 0.015488 SUCCESS 113
110110100    0    0    1    0    1    0    0    1  8.412121 0.394282 SUCCESS 114
110111000    0    0    0    1    1    0    1    0  8.412121 0.394282 SUCCESS 115
110111010    0    0    1    0    0    0    1    0  6.214141 0.623259 SUCCESS 116
110111100    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 117
111000000    0    0    2    0    0    0    0    0 14.488889 0.069880 SUCCESS 118
111000010    0    1    0    2    1    0    0    0 18.884848 0.015488 SUCCESS 119
111000100    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS 120
111000110    0    0    0    0    2    0    0    0 14.488889 0.069880 SUCCESS 121
111001000    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS 122
111001010    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS 123
111001100    1    0    0    0    0    0    1    1  8.412121 0.394282 SUCCESS 124
111010000    0    0    2    0    0    1    1    0 18.884848 0.015488 SUCCESS 125
111010010    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 126
111010100    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 127
111010110    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS 128
111011000    0    3    0    0    0    0    0    0 33.236364 0.000056 FAILURE 129
111011010    0    0    0    0    1    0    0    1  6.214141 0.623259 SUCCESS 130
111011100    0    0    0    1    1    0    1    0  8.412121 0.394282 SUCCESS 131
111100000    0    0    3    0    0    0    0    0 33.236364 0.000056 FAILURE 132
111100010    0    0    0    0    0    1    0    1  6.214141 0.623259 SUCCESS 133
111100100    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS 134
111100110    2    0    1    0    0    0    0    1 18.884848 0.015488 SUCCESS 135
111101000    0    0    1    0    0    2    0    0 16.686869 0.033540 SUCCESS 136
111101010    2    0    0    0    0    0    0    0 14.488889 0.069880 SUCCESS 137
111101100    0    2    0    0    0    0    0    0 14.488889 0.069880 SUCCESS 138
111101110    0    0    1    1    1    0    1    0 10.610101 0.224785 SUCCESS 139
111110000    0    0    3    0    0    0    0    0 33.236364 0.000056 FAILURE 140
111110010    0    0    0    0    1    0    0    1  6.214141 0.623259 SUCCESS 141
111110100    0    0    0    0    1    3    0    0 35.434343 0.000022 FAILURE 142
111110110    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS 143
111111000    0    0    1    0    1    1    0    1 10.610101 0.224785 SUCCESS 144
111111010    1    0    0    0    1    2    0    0 18.884848 0.015488 SUCCESS 145
111111100    0    0    1    0    0    0    0    0  4.016162 0.855662 SUCCESS 146
111111110    0    0    1    0    1    1    0    0  8.412121 0.394282 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 0.234375	M = 128	N = 8	m = 9	n = 1024
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001    1    0    0    2    0    0    0    0 16.686869 0.033540 SUCCESS   0
000000011    1    0    0    2    0    0    0    0 16.686869 0.033540 SUCCESS   1
000000101    0    0    1    0    0    0    1    0  6.214141 0.623259 SUCCESS   2
000000111    1    0    0    0    0    0    0    0  4.016162 0.855662 SUCCESS   3
000001001    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS   4
000001011    0    0    1    0    0    1    0    0  6.214141 0.623259 SUCCESS   5
000001101    0    0    0    1    0    0    0    0  4.016162 0.855662 SUCCESS   6
000001111    0    1    0    0    0    0    2    0 16.686869 0.033540 SUCCESS   7
000010001    0    0    0    0    2    0    0    0 14.488889 0.069880 SUCCESS   8
000010011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS   9
000010101    1    0    0    0    0    0    0    1  6.214141 0.623259 SUCCESS  10
000010111    0    1    2    0    0    1    0    0 18.884848 0.015488 SUCCESS  11
000011001    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  12
000011011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  13
000011101    1    1    0    0    0    0    0    0  6.214141 0.623259 SUCCESS  14
000011111    0    1    1    0    0    0    2    0 18.884848 0.015488 SUCCESS  15
000100011    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS  16
000100101    0    0    0    0    0    0    1    0  4.016162 0.855662 SUCCESS  17
000100111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  18
000101001    1    0    1    0    1    0    0    0  8.412121 0.394282 SUCCESS  19
000101011    0    0    2    0    0    1    0    0 16.686869 0.033540 SUCCESS  20
000101101    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  21
000101111    0    1    2    0    0    0    0    0 16.686869 0.033540 SUCCESS  22
000110011    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  23
000110101    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  24
000110111    0    0    0    0    0    0    0    0  1.818182 0.986087 SUCCESS  25
000111001    0    0    0    0    0    0    0    2 14.488889 0.069880 SUCCESS  26
000111011    1    0    0    0    1    0    0    0  6.214141 0.623259 SUCCESS  27
000111101    0    0    1    0    0    1    0    0  6.214141 0.623259 SUCCESS  28
000111111    0    0    1    0    0    0    1    0  6.214141 0.623259 SUCCESS  29
001000011    0    1    2    0    0    0    1    0 18.884848 0.015488 SUCCESS  30
001000101    0    0    0    0    1    0    0    0  4.016162 0.855662 SUCCESS  31
001000111    0    0    0    0    1    1    0    0  6.214141 0.623259 SUCCESS  32
001001011    0    0    0    1    0    0    1    0  6.214141 0.623259 SUCCESS  33
001001101    0    0    0    0    0    0    0    2 14.488889 0.069880 SUCCESS  34
001001111    0    1    0    1    2    0    0    0 18.884848 0.015488 SUCCESS  35
001010011    1    1    0    1    0    1    0    0 10.610101 0.224785 SUCCESS  36
001010101    0    0    0    0    0    0    0    1  4.016162 0.855662 SUCCESS  37
001010111    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  38
001011011    0    0    0    0    0    0    1    1  6.214141 0.623259 SUCCESS  39
001011101    0    0    0    0    0    1    0    0  4.016162 0.855662 SUCCESS  40
001011111    0    0    1    0    0    0    1    1  8.412121 0.394282 SUCCESS  41
